,county,state_code,region_code,highest_price,lowest_price,crash_amount
1276,Saguache County,8,109,113021.0,101277.0,0.10390989285177091
1277,Stewart County,13,259,41097.0,31077.0,0.24381341703773998
1278,Coal County,40,29,66585.0,51450.0,0.22730344672223474
1279,Warren County,13,301,65641.0,50445.0,0.23150165293033317
1280,Van Buren County,47,175,79026.0,71454.0,0.09581656669956723
1281,Lincoln County,8,73,91485.0,79845.0,0.12723397278242335
1282,Gilpin County,8,47,248266.0,217844.0,0.12253792303416497
1283,Pickett County,47,137,101390.0,90231.0,0.11006016372423316
1284,Schley County,13,249,81835.0,64587.0,0.21076556485611292
1285,Hamilton County,36,41,165512.0,153869.0,0.07034535260283242
1286,Grant County,40,53,58813.0,47320.0,0.1954159794603234
1287,Ouray County,8,91,359872.0,327829.0,0.08903999199715454
1288,Ellis County,40,45,63221.0,49582.0,0.21573527783489663
1289,Echols County,13,101,70523.0,53387.0,0.24298455822923018
1290,Baker County,13,7,61790.0,56433.0,0.0866968765172358
1291,Webster County,13,307,74038.0,55563.0,0.24953402306923472
1292,Quitman County,13,239,68732.0,53288.0,0.2246988302391899
1293,Taliaferro County,13,265,64067.0,50597.0,0.21024864594877238
