GISJOIN,county_name,total,bachelors_degree,gini_index,median_household_income,median_age,white,black,native_american,asian,poverty,owned,occupied
G1701590,Richland County,15766,0.2100954979536153,0.4302,48894,0.6,0.9627045541037677,0.007928453634403147,0.004503361664340987,0.005074210326018014,0.1473098810139679,0.7121822690638562,0.8582069699388135
G1701610,Rock Island County,143873,0.23546620128920318,0.4286,54858,0.3,0.8021310461309628,0.10403619859181361,0.004045234338618087,0.025369596797175285,0.13962011462803492,0.6798962772107158,0.9151451027811366
G1701630,St. Clair County,262338,0.28011484069218434,0.4688,55179,0.2,0.6407611554559385,0.2993542681578727,0.0022490070062286057,0.014717654323811266,0.147625339527819,0.6519283415782143,0.865838850261153
G1701650,Saline County,23994,0.19213463448840062,0.4692,44090,0.6,0.9266483287488538,0.02633991831291156,0.002208885554722014,0.0074185212969909145,0.2106251333475571,0.7452868030485359,0.8514344262295082
G1701670,Sangamon County,196861,0.3449242890197112,0.4589,61912,0.2,0.8187909235450394,0.1285323146788851,0.001041343892391078,0.020349383575212966,0.14530327094557421,0.6889536620037988,0.9125107644679901
G1701690,Schuyler County,6953,0.20404234841193455,0.3828,52357,0.3,0.8944340572414785,0.08988925643607076,0.0012944052926794189,0,0.1899087967049132,0.7574774774774775,0.8036490008688097
G1701710,Scott County,5005,0.15822072072072071,0.3907,57118,0.3,0.9762237762237762,0.0013986013986013986,0.006393606393606394,0.0007992007992007992,0.13034664504358404,0.7993811242908716,0.7914285714285715
G1701730,Shelby County,21737,0.16813250304936767,0.394,52953,0.4,0.9825182867921056,0.006854671757832268,0.0007820766435110641,0.0028982840318351197,0.10813197026022305,0.8100990314506475,0.8655802562170309
G1701750,Stark County,5447,0.17040474349059037,0.4554,54907,0.4,0.9711767945658161,0.009730126675234074,0,0.009362952083715808,0.15459479693056336,0.7848812095032397,0.8725970599321523
G1701770,Stephenson County,45093,0.19556457910354522,0.4363,48805,0.4,0.8582706850287184,0.09611247865522365,0.001840640454172488,0.00847138136739627,0.13560547846132984,0.6991742236182178,0.8986569542453904
G1701790,Tazewell County,133195,0.26300274419003516,0.4181,63454,0.3,0.9571230151281955,0.012350313450204587,0.0014490033409662526,0.010908817898569767,0.08262200279918178,0.7640308706783813,0.922578891022482
G1701810,Union County,16968,0.21738064094179202,0.437,50625,0.5,0.9407708628005658,0.016265912305516265,0.0014733616218764733,0.0033003300330033004,0.1798001555675223,0.7726179741508867,0.8323742807105329
G1701830,Vermilion County,77563,0.14748698532891624,0.4506,46515,0.4,0.8218738315949615,0.14078877815453245,0.0026043345409538054,0.00978559364645514,0.1891361871885452,0.6955153927642772,0.8626935113129691
G1701850,Wabash County,11546,0.1817959383410815,0.434,50770,0.6,0.9580807205958773,0.006582366187424216,0.00017322016282695306,0.009700329118309372,0.12013299501268702,0.7799132052076876,0.8687612208258528
G1701870,Warren County,17146,0.22807174087623808,0.412,50310,1.3,0.8810801353085268,0.029219643065438002,0.002216260352268751,0.02502041292429721,0.1289718459329546,0.7430778198775867,0.8926759464030181
G1701890,Washington County,14058,0.20916650168283507,0.3973,61763,0.5,0.9669938824868403,0.008607198748043818,0.0012804097311139564,0.0029164888319817895,0.07086557234796442,0.7749169435215947,0.9051270485641257
G1701910,Wayne County,16402,0.1537527114967462,0.4049,50251,0.6,0.9662845994390928,0.015120107303987319,0.0018290452383855627,0.002560663333739788,0.13272816486751718,0.765990639625585,0.8829201101928374
G1701930,White County,13868,0.15513943420920165,0.4205,49290,0.4,0.9754110181713297,0.006994519757715604,0.002019036631093164,0.007643495817709836,0.13982956650611336,0.8058268498592949,0.8432439977666109
G1701950,Whiteside County,56016,0.1822948482997353,0.4345,54232,0.2,0.9435161382462154,0.016709511568123392,0.001999428734647244,0.0060875464153099116,0.10664625589998725,0.7485271183503726,0.893931766254889
G1701970,Will County,689315,0.34290015830316717,0.4068,86961,0.2,0.7346771795187976,0.11307022188694574,0.003004431936052458,0.05485010481419961,0.06748113990918889,0.812765252856234,0.9409242047173718
G1701990,Williamson County,67102,0.24324892297993064,0.4509,50734,0.4,0.9072903937289499,0.0428303180233078,0.0022950135614437724,0.01169860808917767,0.13860926845108318,0.7010618224869585,0.8639327494726076
G1702010,Winnebago County,284819,0.22870163211019578,0.4489,54489,0.2,0.78773887977979,0.1296788486723147,0.0029176424325624345,0.026437842980980904,0.1555647585522417,0.6585873722545065,0.9130676891501667
G1702030,Woodford County,38700,0.3319901757617622,0.4386,72808,0.3,0.9682687338501292,0.006563307493540052,0.0005426356589147286,0.00516795865633075,0.07037617138761315,0.8177805365887303,0.9328915197529275
G1800010,Adams County,35376,0.15461393596986817,0.4228,52504,0.5,0.964297829036635,0.011278833107191317,0.0007349615558570783,0.002939846223428313,0.16799815418337036,0.7710119381459819,0.9391271632806621
G1800030,Allen County,372575,0.28483047524711613,0.4458,54857,0.1,0.7891484935918942,0.11487083137623297,0.0019083406025632423,0.03800308662685365,0.13258697438052844,0.684272567469755,0.9174593336537732
G1800050,Bartholomew County,82481,0.3346729539527739,0.4298,63431,0.4,0.852305379420715,0.018780082685709437,0.002170196772590051,0.07400492234575236,0.13350135234816818,0.7144219763449066,0.915713162721635
G1800070,Benton County,8677,0.1609923011120616,0.4039,49488,0.6,0.9736083899965425,0.00495562982597672,0.0008067304367869079,0.0008067304367869079,0.13494285047818988,0.7403846153846154,0.8732824427480916
G1800090,Blackford County,12013,0.13465835587439728,0.4259,43505,0.6,0.9713643552817781,0.00033297261300258056,0.00307999667027387,0.007242154332806127,0.12779471544715448,0.7470869149952245,0.8697458049509885
G1800110,Boone County,65544,0.49266862170087977,0.4894,83077,0.5,0.9281856462834127,0.01734712559502014,0.002135969730257537,0.029644208470645673,0.05950944913550463,0.7713556994310379,0.9421441774491682
G1800130,Brown County,15064,0.28895109789169804,0.4588,61030,0.4,0.9660116834838024,0.006505576208178439,0,0.0080323951141795,0.09038901601830664,0.8440782032638552,0.712525903753166
G1800150,Carroll County,20074,0.16672614374420097,0.4112,54806,0.7,0.9606456112384179,0.011656869582544586,0.001345023413370529,0.002042442961044137,0.0962787652953321,0.8069232691827043,0.8313766233766233
G1800170,Cass County,37880,0.13341858482523444,0.42,49415,0.5,0.8410506863780359,0.011642027455121436,0.004936642027455121,0.01391235480464625,0.14555292710117737,0.7395833333333334,0.8973058830716598
G1800190,Clark County,116507,0.2117759254901475,0.4229,55630,0.3,0.8755010428557941,0.06741225849090612,0.0018453826808689606,0.010840550353197661,0.10075760220647278,0.7113574660633484,0.8741397041373309
G1800210,Clay County,26234,0.17029681242113348,0.3774,55637,0.5,0.964816650148662,0.008386063886559427,0.00015247388884653503,0.002782648471449264,0.12633025721578636,0.7755856966707768,0.8955997281685355
G1800230,Clinton County,32273,0.16320068059362888,0.3786,54286,0.7,0.9158739503609828,0.008304155176153441,0.001797167911257088,0.003501378861587085,0.12465382778927264,0.7057259203856062,0.9018887722980063
G1800250,Crawford County,10569,0.10339694139937745,0.4557,41662,0.8,0.9705743211278267,0.0038792695619263885,0.003500804238811619,0,0.1792917108945286,0.8260756192959583,0.689748201438849
G1800270,Daviess County,33120,0.13211767566253343,0.4224,53629,0.4,0.9494867149758454,0.01968599033816425,0.000392512077294686,0.0026871980676328503,0.11942499078510874,0.7348356640242273,0.8942966385215867
G1800290,Dearborn County,49479,0.22851556800606962,0.4032,68658,0.7,0.9721700115200388,0.00871076618363346,0.0010105297196790557,0.005638755835809131,0.09121122599704579,0.7963434022257552,0.9205776173285198
G1800310,Decatur County,26562,0.2062594479592408,0.385,57949,1,0.9658534748889391,0.006513063775318123,0.005195391913259544,0.014569686017619154,0.11455251124005687,0.6983483048391771,0.9092745476901458
G1800330,DeKalb County,42927,0.18035165290683616,0.4258,56421,0.5,0.9719756796421832,0.0069886085680341044,0.0004659072378689403,0.004123279055140121,0.11347534423914322,0.7607285280638058,0.9310612357993904
G1800350,Delaware County,115020,0.2373170045045045,0.4811,43512,0.2,0.8838723700226048,0.07003999304468789,0.0010172143974960877,0.014293166405842462,0.2186566194621281,0.6347499239560248,0.8730935579330753
G1800370,Dubois County,42543,0.23736809001327835,0.4219,60666,0.5,0.9450203323696025,0.013421714500622899,0.0027501586629997883,0.007051688879486637,0.09044634925208288,0.7790208962292073,0.9455919395465995
G1800390,Elkhart County,204558,0.19750163858580405,0.4263,57021,0.1,0.8728135785449603,0.05433666735106914,0.002341634157549448,0.010495800702001389,0.12386204699640135,0.6981092612733205,0.9067209466976839
G1800410,Fayette County,23194,0.13272099617802985,0.4145,46175,0.3,0.9636975079762008,0.02461843580236268,0.0024575321203759593,0.00034491678882469606,0.19008373153303232,0.6951168614357263,0.8853579676674365
G1800430,Floyd County,77320,0.29592009480277637,0.4447,64468,0.4,0.9035566476978789,0.05153905845835489,0.0040481117434040354,0.01069580962234868,0.0981899854670366,0.7295556545273905,0.8896644213478009
G1800450,Fountain County,16430,0.14864982200225754,0.4318,52874,0.4,0.9752282410225198,0.002251978088861838,0.001704199634814364,0.004382227632379793,0.11121397272110103,0.7616862632635504,0.8828965691859729
G1800470,Franklin County,22774,0.2114370256014409,0.413,62462,0.6,0.9747519100728902,0.0014490208132080442,0.00026345832967418985,0.009001492930534821,0.09058050866134791,0.8395303326810176,0.8890594616722955
G1800490,Fulton County,20096,0.15806964311515678,0.4239,52034,0.9,0.9386942675159236,0.009255573248407643,0.0031349522292993632,0.004478503184713376,0.1240349451442503,0.7465059623028594,0.8037720292692981
G1800510,Gibson County,33656,0.18006839705366537,0.4053,55462,0.8,0.9467851200380318,0.021987164250059425,0.0004753981459472308,0.0042488709294033755,0.09310628948091183,0.7547226386806597,0.8773429792831305
G1800530,Grant County,66452,0.17904078807000023,0.4197,44356,0.5,0.8782278938180943,0.07239812195268766,0.001866008547523024,0.0098266417865527,0.17996746685069256,0.6842863643258001,0.8650244366451274
G1800550,Greene County,32159,0.14852398523985239,0.4064,51613,0.4,0.9765539973257875,0.003949127771385926,0.000404241425417457,0.0019901116328244037,0.14267254963756698,0.7961035912682889,0.8373296645702306
G1800570,Hamilton County,323117,0.5931623036150545,0.4444,98173,0.2,0.8676826041341063,0.03950271882940235,0.001915714741099973,0.059842100539433084,0.04577642420732049,0.7694696508026614,0.9467540268403332
G1800590,Hancock County,75164,0.308224233712754,0.3819,74072,0.6,0.9426720238412005,0.02368154967803736,0.00011973817252940237,0.008035761800862115,0.0665069387425464,0.7924147529575505,0.9529809669076199
G1800610,Harrison County,39940,0.18680572918526986,0.4253,57712,0.6,0.9661492238357536,0.0063094641962944415,0.0013269904857285929,0.004331497245868803,0.1099560277558905,0.8298965493300007,0.8433657336924698
G1800630,Hendricks County,163799,0.3701673690105673,0.3918,81933,0.4,0.870292248426425,0.070250734131466,0.0017887777092656244,0.02913937203523831,0.05004492250867254,0.7846479708548674,0.9556311229859931
G1800650,Henry County,48255,0.1644840230487166,0.4233,49832,0.6,0.9462024660656927,0.02559320277691431,0.002611128380478707,0.003999585535177702,0.15082700044702727,0.7348666958041958,0.8633555020989576
G1800670,Howard County,82331,0.2155379674639805,0.4278,52373,0.6,0.8728911345665666,0.07760138951306313,0.00561149506261311,0.012534768191811103,0.14895879705198595,0.7024581424166451,0.8808254645141639
G1800690,Huntington County,36359,0.20072744714017346,0.3876,53632,0.5,0.9584972083940703,0.009818751890866085,0.004318050551445309,0.0072334222613383205,0.10900921527102055,0.7546465879799213,0.918561904168484
G1800710,Jackson County,44025,0.16728947017216067,0.4209,51250,0.7,0.908869960249858,0.01074389551391255,0.0022032935831913687,0.022328222600795002,0.14628112674741534,0.7205873574882111,0.8752416279191265
G1800730,Jasper County,33447,0.1425971951003018,0.3774,63892,0.6,0.9425957484976231,0.006099201722127545,0.00023918438125990373,0.003288785242323676,0.08171830638192816,0.7660576079151041,0.9246716836358271
G1800750,Jay County,20840,0.114005092761004,0.4177,47658,0.9,0.9698656429942418,0.0036468330134357004,0.0013915547024952015,0.00753358925143954,0.141001221001221,0.7301198923415708,0.8833891710796499
G1800770,Jefferson County,32201,0.178790731029537,0.4525,52718,0.7,0.9450948728300363,0.021086301667650072,0.0021117356603832177,0.008881711748082357,0.13483183932061737,0.7186510449651679,0.8725564688816744
G1800790,Jennings County,27710,0.12013500685581689,0.4172,54191,0.7,0.9653554673403103,0.014254781667268134,0.004655359076145796,0.0022735474557921327,0.10921389396709323,0.7774277242401779,0.8762585254952907
G1800810,Johnson County,153716,0.3267881366683908,0.4144,72440,0.3,0.9102630825678524,0.0247274193968097,0.0013401337531551692,0.03377657498243514,0.07422828047098759,0.7265133856042947,0.929623245506033
G1800830,Knox County,37065,0.1692778457772338,0.4363,47380,0.5,0.9410764872521247,0.027950897072710104,0.0012680426278159989,0.009065155807365438,0.15517937478371208,0.6455645697566166,0.8786958046044174
G1800850,Kosciusko County,79035,0.23336993147313823,0.4093,61366,0.3,0.9384449927247422,0.007452394508761941,0.004719428101474031,0.012589359144682736,0.09819763828464885,0.7477820434235571,0.8045735347557493
G1800870,LaGrange County,39193,0.10472360920860767,0.3998,64498,0.7,0.9784145127956523,0.0019136070216620314,0.000586839486643023,0.000893016610108948,0.0641081777205409,0.821419878296146,0.8333333333333334
G1800890,Lake County,485707,0.22566811646363408,0.4495,56128,0.2,0.6192416415658,0.2365438422752812,0.0026476867741251414,0.014228742842907349,0.1556723223709736,0.6969276660008247,0.8770872573379865
G1800910,LaPorte County,110154,0.18018181347284454,0.4402,53658,0.3,0.8284764965412059,0.11047261107177224,0.003204604462842929,0.005800969551718503,0.1519118930634421,0.7234136480866191,0.8751855542225024
G1800930,Lawrence County,45548,0.15788328203214874,0.4055,53610,0.5,0.9650039518749451,0.003951874945112848,0.00555457978396417,0.004895933959778695,0.12415258977514264,0.7697673180341835,0.8876967433946211
G1800950,Madison County,129455,0.18403641207815274,0.4305,49522,0.3,0.8767988876443552,0.07921671623344019,0.002332856977328029,0.005121470781352593,0.1653227117541863,0.6964100150971512,0.8632578450289429
G1800970,Marion County,951869,0.3087825390084961,0.4839,48316,0.1,0.6173874766380668,0.27959414583309256,0.0027335694302472293,0.032963569566820644,0.17795383487088431,0.5385784648107467,0.8795595092430305
G1800990,Marshall County,46461,0.1967463803481373,0.4334,52658,0.5,0.9366565506553884,0.0077053873140913885,0.00015066399776156347,0.004670583930608468,0.1297579372039993,0.747168284789644,0.8543075783757097
G1801010,Martin County,10212,0.13735955056179774,0.4032,52726,0.9,0.9816882099490795,0.0075401488444966705,0.0032314923619271444,0.0017626321974148062,0.1169566976932416,0.7819441127298782,0.8697548815953469
G1801030,Miami County,35815,0.13019434982969344,0.4045,50657,0.5,0.9043975987714644,0.053999720787379586,0.008292614826190144,0.005807622504537205,0.15279272814256667,0.7148629784732936,0.8835443037974684
G1801050,Monroe County,146461,0.4572642491952282,0.4911,49839,0.1,0.8608844675374332,0.030513242433139198,0.0022531595441789964,0.06680276660681,0.235051862058407,0.5592190421400834,0.902987012987013
G1801070,Montgomery County,38287,0.18159108378170638,0.394,55522,0.4,0.952908297855669,0.007234831666100765,0.0017499412333167915,0.00820121712330556,0.11435887656977853,0.7154466259264075,0.9242324100222316
G1801090,Morgan County,69922,0.1725188624492165,0.4046,64335,0.4,0.9721975916020709,0.00407597036698035,0.0003718429106718915,0.00836646549011756,0.10542212624390813,0.771452715679496,0.9168838487004297
G1801110,Newton County,13992,0.11870394670435046,0.378,55356,0.7,0.9731989708404802,0.0023584905660377358,0.0013579188107489995,0,0.12825738826612315,0.7791135833482864,0.9158586688578472
G1801130,Noble County,47506,0.1373730964467005,0.4006,56789,0.5,0.9635414473961184,0.004799393760788111,0.0013261482760072412,0.00660969140740117,0.07439725938853338,0.766141387612169,0.8891267331549502
G1801150,Ohio County,5874,0.1468371774377712,0.383,60128,0.7,0.9693564862104188,0.003915560095335376,0.0010214504596527069,0.004426285325161729,0.07149054311990283,0.762426614481409,0.8993312214009151
G1801170,Orange County,19545,0.10921023523338987,0.428,47917,0.6,0.9551291890509082,0.025581990278843694,0.0008697876694806856,0.005065234075211052,0.14844157197956845,0.7437325905292479,0.8568019093078759
G1801190,Owen County,20835,0.13102480112306972,0.4043,49543,0.8,0.9690904727621791,0.004703623710103192,0.003839692824574034,0.004943604511639069,0.1539362584801601,0.7919325432999088,0.8618285377590101
G1801210,Parke County,16946,0.11989032901296112,0.4146,52618,0.5,0.9527322081907235,0.005842086628112829,0.007376372005192966,0,0.14507470409417245,0.787518573551263,0.7372200584225901
G1801230,Perry County,19102,0.16114579507895704,0.3985,52348,0.8,0.9470736048581301,0.030206261124489583,0.0021463721076327084,0.005078002303423725,0.1193073593073593,0.7774130006565988,0.8748851102941176
G1801250,Pike County,12378,0.14116836910363825,0.3796,50194,0.7,0.9677653902084343,0.00880594603328486,0,0.00896752302472128,0.11732583154062552,0.8235523493858452,0.8862968722999828
G1801270,Porter County,168636,0.2843159296473722,0.4267,71152,0.2,0.910019212979435,0.03786854526910031,0.0016663108707512038,0.013935340022296544,0.09885503613754168,0.7507168653223182,0.9388387660069849
G1801290,Posey County,25560,0.21903752857859812,0.4124,64196,0.5,0.9624021909233177,0.017918622848200314,0.0007433489827856025,0.0032863849765258214,0.08931400506970849,0.817232890201871,0.882429614181439
G1801310,Pulaski County,12559,0.12753756164697785,0.4043,49580,0.8,0.9507126363563978,0.0019109801735806991,0.0024683493908750696,0.006449558085834859,0.12244405087747545,0.7592700446515239,0.8430441898527005
G1801330,Putnam County,37384,0.16775493752519147,0.3851,61047,0.5,0.9320832441686283,0.025545687994864112,0.001497967044725016,0.02476995506098866,0.11342984270226233,0.7160156538433139,0.8980769230769231
G1801350,Randolph County,24926,0.14340973384908492,0.4215,48036,0.6,0.9493300168498756,0.005897456471154618,0.0013640375511514082,0.001083206290620236,0.1474290852611788,0.7628311662919152,0.8739000427167877
G1801370,Ripley County,28391,0.18047183537726044,0.428,56332,0.5,0.9725969497375929,0.003909689690394844,0.0028530168010989397,0.009686168151879117,0.11914664754392255,0.75891557496361,0.8896802913800081
G1801390,Rush County,16641,0.1391108023619312,0.406,54346,0.6,0.9718766901027582,0.016825911904332674,0,0.0011417583077940028,0.1446660141913384,0.7136643167841608,0.8910719059075114
G1801410,St. Joseph County,270216,0.29574106975608927,0.4689,52769,0.2,0.778825088077686,0.12899680255795365,0.004777659353998283,0.024369393374189537,0.1551520227694861,0.6817574996073504,0.8728419284912563
G1801430,Scott County,23759,0.11952821011673152,0.4076,48700,0.6,0.9752514836483017,0.002020287049118229,0.003409234395387011,0.004924449682225683,0.1487294147998452,0.7196522126853193,0.8433768919808217
G1801450,Shelby County,44438,0.18666623494366014,0.4057,60404,0.5,0.9476124037985508,0.011679193483055043,0.000855123992978982,0.005625815743282776,0.1125677289007255,0.7329854682152275,0.9220859847896943
G1801470,Spencer County,20447,0.1520077810198694,0.4418,57305,0.5,0.9734924438792977,0.0069936910060155524,0.0015161148334719029,0.003374578177727784,0.09295970586773986,0.8185062138550511,0.8935678944474986
G1801490,Starke County,22952,0.11869342280179782,0.4314,51190,0.6,0.9717235970721506,0.008626699198326943,0.0006099686301847334,0.0026141512722202857,0.14830230010952902,0.8014972511404843,0.7656963725929243
G1801510,Steuben County,34453,0.21751757228839597,0.4003,58279,0.5,0.9645604156386962,0.0033088555423330334,0.0009288015557426058,0.004411807389777378,0.09325777655912013,0.7777154477245635,0.7135494846392475
G1801530,Sullivan County,20730,0.1209601716507979,0.4296,50245,0.7,0.9287988422575977,0.04003859141341052,0.0009165460684997588,0.005113362276893391,0.12002173322466721,0.7437205651491365,0.8532202254715928
G1801550,Switzerland County,10685,0.10905832069488487,0.4329,49383,0.7,0.9646233036967712,0.009546092653252222,0,0.003837154890032756,0.18974164852843758,0.7484479190618533,0.8151827553889409
G1801570,Tippecanoe County,191553,0.3872772286583637,0.4703,53130,0.2,0.8148188751938106,0.053081914665914914,0.002928693364238618,0.0812516640303206,0.18717800306022453,0.5508323171596291,0.9243613772494331
G1801590,Tipton County,15162,0.24667528629479127,0.4001,58118,0.5,0.962010288880095,0.001055269753330695,0.00013190871916633689,0.0031658092599920855,0.08536667338845197,0.8171267252195734,0.9094280416488375
G1801610,Union County,7113,0.185192536720921,0.3826,50375,1.3,0.9697736538731899,0.002108814846056516,0,0.020385210178546324,0.07378110168272688,0.7198016294721927,0.867014742014742
G1801630,Vanderburgh County,181291,0.2701214744597329,0.4773,49708,0.3,0.8500808093065845,0.0954653016421113,0.0010645867693376946,0.012444081614641653,0.1667516018391805,0.6478368405041861,0.8974231148144192
G1801650,Vermillion County,15539,0.14221570603866948,0.4205,50243,0.4,0.9721346289980051,0.011712465409614518,0.002831585044082631,0.002252397194156638,0.14948859166011014,0.7313925570228091,0.8875865743207245
G1801670,Vigo County,107459,0.25145531496916035,0.4676,45230,0.2,0.8711136340371677,0.06728147479503811,0.0016564457141793614,0.01849077322513703,0.19057024207434417,0.6180882983283326,0.8894207349359313
G1801690,Wabash County,31389,0.1812595296400684,0.4019,54259,0.5,0.9557806875019912,0.01111854471311606,0.007868998693809933,0.0038548536111376597,0.11526288922919857,0.7398538329964236,0.9087183834958316
G1801710,Warren County,8237,0.19404761904761905,0.407,60553,0.5,0.9758407187082676,0.005705960908097609,0,0.0027922787422605317,0.11764705882352941,0.8385463211200477,0.8959167333867094
G1801730,Warrick County,62280,0.3029709435194254,0.4409,73482,0.5,0.9371226718047527,0.016506101477199744,0.0018143866409762364,0.026653821451509314,0.06897453927035468,0.7850615974545158,0.9442625476676554
G1801750,Washington County,27848,0.13404728646075845,0.4325,47983,0.5,0.9799985636311405,0.0009336397586900316,0.0038063774777362825,0.003411376041367423,0.11914615552167283,0.7781535648994515,0.8813340852332232
G1801770,Wayne County,66342,0.18210757409440176,0.4621,46516,0.3,0.8979530312622471,0.05091797051641494,0.004190407283470502,0.011169394953423171,0.16364151567148907,0.6694565380573487,0.8492923626163458
G1801790,Wells County,28011,0.18204817372055027,0.3978,59237,0.8,0.9574095890900004,0.007996858377066153,0.0022491164185498556,0.004105529970368784,0.08418050171871572,0.7885745775165319,0.9171931598011962
G1801810,White County,24149,0.16360902255639098,0.394,54576,0.6,0.9091473767029691,0.0050933786078098476,0.0034784049028945296,0.002277527019752371,0.09234906096382504,0.7754833485170564,0.7528004267316925
G1801830,Whitley County,33730,0.20717097381482116,0.411,61741,0.9,0.9684553809664986,0.004061666172546694,0.0034687222057515565,0.004298843759264749,0.09656188014666106,0.8217872216562364,0.9292041382108324
G1900010,Adair County,7085,0.18475073313782991,0.4298,53363,0.5,0.9754410726887791,0.005504587155963303,0,0.006774876499647142,0.10875522861676042,0.743125,0.8623012665049852
G1900030,Adams County,3670,0.1555221637866266,0.4291,49255,0.4,0.9863760217983651,0.0005449591280653951,0.0010899182561307902,0.002452316076294278,0.14079822616407983,0.8172715894868585,0.7966101694915254
G1900050,Allamakee County,13813,0.17762613730355667,0.4155,52216,0.8,0.964598566567726,0.012741620212842975,0.00333019619199305,0.005719249981901107,0.10957076136110905,0.7933814883252142,0.76497044461578
G1900070,Appanoose County,12452,0.1633524323109763,0.4919,40167,0.5,0.9696434307741728,0.0071474461933825895,0.0019274012206874397,0.004657886283327979,0.17650886611355132,0.7100691201195591,0.808
G1900090,Audubon County,5571,0.1707196029776675,0.4013,52055,0.5,0.9694848321665769,0.001974510859809729,0.0003590019745108598,0.0026925148088314485,0.11666974340040613,0.7678369195922989,0.882705764745085
G1900110,Benton County,25636,0.22111430341952565,0.4174,67729,0.4,0.9694180059291622,0.005578093306288032,0.001599313465439226,0.0033156498673740055,0.08809031642550486,0.8284494469241219,0.924802584350323
G1900130,Black Hawk County,132393,0.29097685085644664,0.4694,53539,0.2,0.8370608717983579,0.09467267906913507,0.00420717107399938,0.02375503236575952,0.15813620972747056,0.6548530384651734,0.9138252668670328
G1900150,Boone County,26370,0.2529386390596355,0.4056,64000,0.8,0.9573758058399696,0.006370875995449375,0.004057641259006446,0.003109594235874099,0.07612763822973338,0.7812671170348731,0.915656607874279
G1900170,Bremer County,24864,0.30654979303627955,0.3864,70395,0.5,0.9610279922779923,0.00916988416988417,0.0037001287001287003,0.011502574002574003,0.07388213123179715,0.8267879288962381,0.9291338582677166
G1900190,Buchanan County,21118,0.21549446626204927,0.4662,64837,0.8,0.9737664551567383,0.0017047068851216971,0.003693531584430344,0.0025570603276825455,0.08692732070040778,0.7931249221571802,0.8828898174620629
G1900210,Buena Vista County,20058,0.19715058898439988,0.4092,57125,0.3,0.7703160833582611,0.02517698673845847,0.0002492770964203809,0.10070794695383388,0.12932709985817092,0.6460659223817119,0.9081472540736271
G1900230,Butler County,14628,0.1726485750413384,0.4157,57115,0.5,0.9749794913863823,0.010459392945036915,0.0017090511348099534,0.0021192234071643425,0.10310931399888455,0.7790214262871762,0.921875
G1900250,Calhoun County,9744,0.1866514220380163,0.4332,52323,0.5,0.9561781609195402,0.01539408866995074,0.003694581280788177,0.0035919540229885057,0.12566548358473825,0.7882296189097926,0.817429022082019
G1900270,Carroll County,20281,0.2237320156953931,0.4311,59212,0.6,0.9736699373798137,0.0009368374340515753,0.0037473497362063013,0.002021596568216557,0.08579182791375584,0.7583085033234014,0.9193004635482511
G1900290,Cass County,13091,0.2006215839674204,0.4317,50187,0.6,0.9697502100679857,0.0019860973187686196,0.0053471850889924375,0.00328469941180964,0.1384579402822172,0.6922817091707482,0.9002584765090467
G1900310,Cedar County,18457,0.22160450930430084,0.3762,67795,0.6,0.9745895866067075,0.014086796337432952,0.0026548193097469795,0.003630059056184645,0.06919347730277656,0.8122040319307265,0.9034347879232367
G1900330,Cerro Gordo County,42834,0.23609657157812092,0.4474,53963,0.3,0.9405612364009899,0.01743941728533408,0.005019377130317038,0.011462856609235654,0.1014651839832005,0.6910763473831921,0.8609718990513693
G1900350,Cherokee County,11343,0.22231728183818136,0.4275,56550,0.8,0.9487789826324605,0.020100502512562814,0.003438243850833113,0.007934408886537953,0.11097763814452043,0.7461928934010152,0.9218370883882149
G1900370,Chickasaw County,12026,0.17215586922427314,0.3968,60034,0.3,0.9787127889572592,0.01072675868950607,0.0016630633627141194,0.0012472975220355895,0.06694242782373797,0.8066885752947999,0.9062718990889979
G1900390,Clarke County,9360,0.1596244131455399,0.4158,54427,2.5,0.9557692307692308,0.000641025641025641,0.004273504273504274,0.007371794871794872,0.12912781130005485,0.7042362002567394,0.9132473622508792
G1900410,Clay County,16211,0.2273126978543792,0.4135,50521,0.9,0.9528098204922584,0.00690888902597002,0.00043180556412312625,0.006477083461846894,0.10850809244914668,0.6772046589018302,0.8760932944606414
G1900430,Clayton County,17625,0.17703989298922024,0.4049,53152,1,0.974354609929078,0.009645390070921986,0.001872340425531915,0.0044822695035460994,0.11525560953041869,0.7452729693741678,0.8232843674632756
G1900450,Clinton County,46909,0.17914241960183766,0.4263,51688,0.5,0.9363022021360506,0.02813958941780895,0.0030058197787205016,0.0069496258713679674,0.13081090527787487,0.732620320855615,0.891446472350858
G1900470,Crawford County,17034,0.14254859611231102,0.4913,55755,0.8,0.8582247270165552,0.028002817893624514,0.006281554537982858,0.02072325936362569,0.17698799476999882,0.6914711822277458,0.9111111111111111
G1900490,Dallas County,87099,0.5038045865916879,0.4255,88479,0.2,0.9056705587894235,0.018989885073307386,0.0011251564311874993,0.045098106752086704,0.052215792938567616,0.7373179452891072,0.9445603822285683
G1900510,Davis County,8920,0.19474248927038626,0.4315,63404,0.5,0.976457399103139,0.0004484304932735426,0.003923766816143498,0.006390134529147982,0.09882727997267449,0.8520151133501259,0.8829580205726995
G1900530,Decatur County,7979,0.25041322314049586,0.4422,44462,0.9,0.9464845218699085,0.017671387391903746,0.003007895726281489,0.00739441032710866,0.1842469545957918,0.6703125,0.8305216714248638
