GISJOIN,county_name,total,bachelors_degree,gini_index,median_household_income,median_age,white,black,native_american,asian,poverty,owned,occupied
G0100330,Colbert County,54546,0.1691462093385831,0.435,51963.12,40.9,0.8151285153815129,0.1597550691159755,0.005261614050526162,0.003996626700399662,0.13990040172538276,0.7335343734976618,0.8692728516070207
G0100350,Conecuh County,13114,0.09241786972831648,0.504,35925.12,42.5,0.5447613237761171,0.44288546591429007,0.006481622693304865,0,0.2901466861224176,0.8117015367524533,0.7209022957821677
G0100370,Coosa County,10777,0.09211886304909561,0.447,44345.4,43.4,0.6628931984782407,0.325229655748353,0,0,0.20142636854279106,0.8195671378091873,0.7115021998742929
G0100390,Covington County,36688,0.13209935136845435,0.457,43926.96,41.6,0.8481247274313127,0.125,0.006432621020497165,0.003979502834714348,0.18122861242962798,0.7447955770937137,0.7659852564437706
G0100410,Crenshaw County,13687,0.11217641418983701,0.5,40996.560000000005,39.6,0.734419522174326,0.21684810404033025,0.006064148462044275,0.030101556221231826,0.218501619075655,0.6491377838483865,0.8505663665408074
G0100430,Cullman County,80630,0.13250803216496343,0.45,50680.08,39.1,0.9597420315019224,0.012117078010666004,0.0042415974203150195,0.0032866178841622225,0.16582984481908206,0.7359726389829961,0.8457403263657698
G0100450,Dale County,48233,0.16629235112936344,0.427,55737,34.9,0.7490100138909046,0.20374017788650925,0.004208736756992101,0.014471419982169883,0.1420260694602397,0.6149452147271122,0.8493736767819337
G0100470,Dallas County,42748,0.13851401453359038,0.508,34903.44,36.7,0.3176990736408721,0.668826611771311,0.001731075138018153,0.0038598296996350707,0.3200625251640101,0.6128711131931838,0.8135778942353502
G0100490,DeKalb County,68183,0.10168014121031184,0.458,44396.880000000005,37.6,0.9366117653960665,0.015355733833946878,0.012393118519279,0.003226610738747195,0.20948563991836494,0.7590303612144486,0.8545205947701248
G0100510,Elmore County,76714,0.18780841231299444,0.405,69921.72,36.8,0.7516489819328936,0.21468050160335791,0.0037150976353729436,0.00482310921083505,0.13145172757002702,0.7765275209505449,0.8816469527212182
G0100530,Escambia County,37561,0.11194029850746269,0.463,42663.72,38,0.6326508878890338,0.3146881073453848,0.0363408854929315,0.004446101009025319,0.22839149526230645,0.7371677682463789,0.8354088345864662
G0100550,Etowah County,103150,0.15457269873734145,0.442,48018.96,39.3,0.8247988366456617,0.14633058652447892,0.0034997576345128455,0.005458070770722249,0.16270199042929467,0.7274345819570361,0.8837156343159986
G0100570,Fayette County,17651,0.09747706422018348,0.415,47195.28,40.7,0.857571808962665,0.11325137385983797,0.0020395445017279473,0.001473004362359073,0.1610711200691045,0.7605880766118155,0.8435544430538173
G0100590,Franklin County,30847,0.11603334625823963,0.447,44061.6,38.1,0.856582487762181,0.03906376633059941,0.008396278406328006,0.0023989366875222873,0.18426199078524313,0.6857419980601358,0.8766385601927301
G0100610,Geneva County,25800,0.08369601606963509,0.457,40992.6,42.1,0.8708139534883721,0.10387596899224806,0.0030232558139534882,0.0032558139534883722,0.16061558038732254,0.745821325648415,0.8340677830302059
G0100630,Greene County,9112,0.09212730318257957,0.471,29504.640000000003,41.2,0.20050482879719053,0.7865452151009658,0.0013169446883230904,0.0012071992976294996,0.3120444290177022,0.6814734561213435,0.6976568405139834
G0100650,Hale County,17994,0.0906964656964657,0.447,39390.12,36.5,0.4065243970212293,0.586973435589641,0.001333777925975325,0.002778704012448594,0.25660713292160464,0.7244132205013571,0.7577737447065941
G0100670,Henry County,16580,0.13727789302787047,0.44,47245.44,41.6,0.6748492159227986,0.30597104945717735,0,0.011399276236429433,0.15560710579329712,0.8258871989860583,0.7525035765379113
G0100690,Houston County,97091,0.19446670776818742,0.469,54246.72,38.2,0.7133204931456056,0.2524332842384979,0.00501591290644859,0.008816471145626267,0.1597382884061764,0.6871366377328899,0.8528435035284351
G0100710,Jackson County,52898,0.11327168887680174,0.439,46296.36,40.6,0.9178229800748611,0.03518091421225755,0.013762335059926651,0.0018337177208968202,0.17662456770544738,0.7767422255526414,0.8466968038702514
G0100730,Jefferson County,662212,0.2812066393685673,0.489,59027.76,36.8,0.5566163101846539,0.4073061194904351,0.001695831546392998,0.01354853128605341,0.1520084080432008,0.6684486784346689,0.8699672391154561
G0100750,Lamar County,14438,0.09045374189746612,0.506,41044.08,41.2,0.8742900678764371,0.12016899847624325,0.0021471117883363347,0,0.1706747771962088,0.7472742066720911,0.7961907229852293
G0100770,Lauderdale County,88550,0.20273184759166069,0.459,49752.12,39.6,0.8770073404856014,0.10152456239412762,0.001795595708639187,0.004494635798983625,0.18011174732175841,0.7283723736902737,0.8657595402626392
G0100790,Lawrence County,34094,0.10321525416433522,0.397,54743.04,39.3,0.7838036018067696,0.1224262333548425,0.04704640112629788,0.001877163137208893,0.1243201702530149,0.7936262603959667,0.8730882919933171
G0100810,Lee County,130669,0.30651807998142666,0.49,50936.16,26.9,0.7292930993579196,0.2320137140408207,0.002954028882137309,0.02016545622909795,0.20152012657120824,0.6123907863383637,0.8948560282984561
G0100830,Limestone County,74076,0.18187759952465835,0.434,59396.04,38,0.8295669312597872,0.13137858415681192,0.005062368378422161,0.007181813272854906,0.12830124862594774,0.7632687447346251,0.9010731168696733
G0100850,Lowndes County,12632,0.13512842784464574,0.498,39956.4,38.8,0.28111146295123496,0.7063806206459785,0.0034040531982267256,0.00023749208359721342,0.25845564773452456,0.7607195147458691,0.8077377935462071
G0100870,Macon County,22304,0.2013375295043273,0.475,34722.6,34,0.15503945480631276,0.8235294117647058,0.0028246054519368725,0.0002690100430416069,0.28030537501289593,0.6602696465443945,0.7507751231077877
G0100890,Madison County,314047,0.37937502726439926,0.448,72572.28,37.1,0.7072412728031154,0.23534057004206377,0.004537537374978904,0.02339777167111929,0.11334493857978059,0.7017648097891542,0.9027427444840683
G0100910,Marengo County,21210,0.15678274806935744,0.494,40681.08,39.3,0.4645921735030646,0.5284771334276285,0.0008015087223008015,0,0.2672066717791411,0.732312010291194,0.8182775119617225
G0100930,Marion County,29415,0.08976022295901206,0.441,42535.68,41.4,0.9366989631140574,0.03715791262961074,0.0029576746557878632,0.0011898691143974163,0.18189775910364145,0.7350355477409984,0.8734642094017094
G0100950,Marshall County,87925,0.14713281411537665,0.46,49362.72,37.4,0.9447597384134205,0.015570088143303953,0.00623258458913847,0.0047085584304805235,0.20309747250849214,0.7292655640552717,0.8639082621529138
G0100970,Mobile County,405331,0.19691358736824294,0.471,53428.32,35.3,0.6175742787993023,0.3421993383185594,0.005417794345855609,0.018967214449425285,0.19102173420303725,0.6814663009051954,0.8706866172563278
G0100990,Monroe County,22790,0.11510549657304125,0.482,39349.200000000004,38.9,0.5684071961386573,0.4007898200965336,0.012461605967529618,0.002939885914874945,0.2497004127646354,0.7305830351504946,0.8089562404222714
G0101010,Montgomery County,224369,0.3053671358317789,0.486,56779.8,33.8,0.4406357384487162,0.5280497751471905,0.0032446550102732553,0.013976975428869408,0.17804489649149843,0.6305238366317294,0.8778157732292106
G0101030,Morgan County,115197,0.19555595817372398,0.44,56645.16,38.5,0.8264798562462564,0.1161141349167079,0.008220700191845273,0.0072310910874415135,0.15438636684054702,0.7287229437229438,0.919073764621628
G0101050,Perry County,10689,0.11596455774910618,0.445,34676.4,36.4,0.3039573393207971,0.6894938722050706,0.0019646365422396855,0,0.23798322765391697,0.6685230563599911,0.8070837828119382
G0101070,Pickens County,19528,0.12277076157673172,0.463,35838,40,0.5689266693977878,0.42497951659156086,0.0007169192953707497,0.00025604260548955346,0.26212941479762825,0.7309749574519815,0.8369111811984943
G0101090,Pike County,30136,0.22156309393537982,0.518,37045.8,32.5,0.5987855057074595,0.36945845500398194,0.008693920891956464,0.007963897000265464,0.29067043340453386,0.5689628362618566,0.8635112453843572
G0101110,Randolph County,22504,0.13078733978550877,0.47,46380.840000000004,40.3,0.7593761109136153,0.21747244934233914,0.002488446498400284,0,0.19938551841151925,0.78516721981108,0.7378037295159163
G0101130,Russell County,50029,0.11915838760992886,0.437,42324.48,37.1,0.5493213935917168,0.4077834855783645,0.0014791420975834016,0.007995362689640009,0.2180467955239064,0.6132558139534884,0.8376840956907972
G0101150,St. Clair County,77585,0.14497513193363454,0.412,63921,37.8,0.8918605400528453,0.08803248050525231,0.0038151704582071277,0.004072952245923825,0.11296316099021547,0.8241699867197875,0.8474549020868838
G0101170,Shelby County,182996,0.3992667004006603,0.428,89144.88,35.7,0.8604942184528623,0.09766880150385801,0.0027432293602045947,0.015240770290060985,0.06404038841815711,0.8047263503346279,0.9118696339662585
G0101190,Sumter County,13267,0.12071063519104405,0.523,27712.08,35.6,0.26652596668425416,0.7086756614155423,0,0.0018089997738750282,0.40214395099540584,0.6608548931383577,0.7427934828018382
G0101210,Talladega County,80190,0.11778783718600423,0.454,47341.8,38,0.6613792243421873,0.3167851353036538,0.0025813692480359147,0.0040778151889263,0.1903335513407456,0.7206902165065928,0.8459102175709171
G0101230,Tallapoosa County,40778,0.157270344925278,0.504,48360.840000000004,41.3,0.7239197606552553,0.25636372553828046,0.0012997204374908039,0.001618519790082888,0.17293737574552684,0.7362822999436902,0.7518227574203866
G0101250,Tuscaloosa County,178754,0.2694071342593477,0.504,52244.28,31.6,0.6644886268279311,0.3078924107991989,0.0030265057005717353,0.011003949561967845,0.20505391544096171,0.6107770682356318,0.8558813053464179
G0101270,Walker County,68880,0.09849386893944141,0.444,48454.560000000005,40,0.917958768873403,0.06347270615563298,0.002018002322880372,0.0012921022067363531,0.1688300207740928,0.7689582364098343,0.8305492807038403
G0101290,Washington County,17212,0.09045936395759717,0.447,45854.16,39.2,0.6478038577736462,0.25952823611433884,0.07791075993492912,0.0039507320474087846,0.2001550202718817,0.8580042206813385,0.7873249465938761
G0101310,Wilcox County,12552,0.16967649733662465,0.513,29047.920000000002,35.5,0.2719885277246654,0.7259400892288081,0,0,0.3652145957241601,0.7508016491067339,0.6776346422474003
G0101330,Winston County,24190,0.11712891322461612,0.462,39359.76,41.2,0.9728813559322034,0.0016535758577924762,0.0031831335262505166,0.0009508061182306738,0.2313264306105927,0.7297354948805461,0.7255842748800495
G0200130,Aleutians East Borough,2959,0.1253904506916555,0.357,74250,37.2,0.1392362284555593,0.10070969922271038,0.18046637377492397,0.4748225751943224,0.10410308579179382,0.4140845070422535,0.6110154905335629
G0200160,Aleutians West Census Area,5505,0.08483171968649147,0.336,96345.48000000001,40.8,0.3863760217983651,0.10263396911898275,0.07284287011807447,0.27756584922797456,0.12107023411371237,0.29484902309058614,0.3300117233294256
G0200200,Anchorage Municipality,280389,0.32333086739411876,0.416,92599.32,32.2,0.6973775718733617,0.05895737707256704,0.05633601888804483,0.06407170038767569,0.07807294470227097,0.6096021312329878,0.9335027301724604
G0200500,Bethel Census Area,17151,0.14367945823927766,0.416,70118.40000000001,26.2,0.12337473033642353,0.0018657804209667075,0.8043262783511166,0.009853652848230424,0.18248045486851458,0.6105792245093347,0.7530641672674838
G0200600,Bristol Bay Borough,682,0.14215686274509803,0.349,82500,36,0.5425219941348973,0,0.24926686217008798,0,0.056129985228951254,0.5072992700729927,0.3309178743961353
G0200680,Denali Borough,1529,0.2459983150800337,0.325,100650,42.9,0.907782864617397,0.02223675604970569,0.01896664486592544,0.003924133420536298,0.06104129263913824,0.6410748560460653,0.41713370696557245
G0200700,Dillingham Census Area,4946,0.20508166969147004,0.407,79815.12000000001,29.6,0.20723817226041247,0.0022240194096239383,0.663364334816013,0.007885159725030328,0.18334683954619124,0.6056826056826057,0.5985068436333472
G0200900,Fairbanks North Star Borough,96843,0.2626005552787072,0.402,85959.72,29.1,0.769751040343649,0.057020125357537456,0.06875045176213046,0.024555207913839926,0.07976457581374174,0.5928099096581912,0.853950159066808
G0201000,Haines Borough,2424,0.3622361665715916,0.448,58454.880000000005,47.6,0.8506600660066007,0.004125412541254125,0.06311881188118812,0,0.04579207920792079,0.7177759056444819,0.7381840796019901
G0201050,Hoonah-Angoon Census Area,2042,0.22483660130718955,0.383,57034.560000000005,43.3,0.4314397649363369,0,0.4250734573947111,0.0053868756121449556,0.11726867887184562,0.7366803278688525,0.5467787114845938
G0201100,Juneau City and Borough,30777,0.3576443829113924,0.394,100896.84000000001,37.6,0.7165090814569322,0.006563342755954122,0.11222666276765117,0.0558858888130747,0.06674399337199668,0.637407157326131,0.9225977262108706
G0201220,Kenai Peninsula Borough,53052,0.21406272375769728,0.416,73875.12000000001,39.7,0.8567820251828395,0.005937570685365302,0.06881927165799592,0.014872200859534042,0.09678480229048983,0.7284599296026119,0.7687752460880819
G0201300,Ketchikan Gateway Borough,13132,0.24142708694146173,0.392,75900,38.2,0.7105543710021321,0.002589095339628389,0.13143466341760585,0.05893999390801097,0.09348594254109695,0.6091915464609191,0.900196285671146
G0201500,Kodiak Island Borough,13147,0.20670103092783504,0.391,78744.6,32.5,0.58720620673918,0.007606298014756218,0.1534950939377805,0.2017190233513349,0.10558375634517767,0.5548317046688382,0.8233506168424817
G0201640,Lake and Peninsula Borough,1399,0.1729106628242075,0.449,54724.560000000005,24.8,0.31379556826304505,0.006433166547533953,0.5725518227305219,0.012866333095067906,0.2211815561959654,0.6516129032258065,0.3110367892976589
G0201700,Matanuska-Susitna Borough,82099,0.19922508203850867,0.383,87188.64,34.1,0.8602297226519202,0.010389895126615428,0.04035371929012534,0.009963580555183376,0.1029214820693418,0.7986427400255055,0.769521940277583
G0201800,Nome Census Area,9339,0.15113249148125876,0.424,73611.12000000001,27.1,0.18556590641396295,0.021415569118749332,0.7131384516543527,0.0029981796766249064,0.23153899240855763,0.5616279069767441,0.6999457406402605
G0201850,North Slope Borough,6716,0.19350282485875706,0.409,87853.92,26,0.1347528290649196,0.010869565217391304,0.6746575342465754,0.08308516974389518,0.14805898284682517,0.42020497803806733,0.7566469719350074
G0201880,Northwest Arctic Borough,7430,0.13202022890604206,0.393,76408.2,25.3,0.12113055181695828,0.0010767160161507402,0.8056527590847914,0.009959623149394347,0.19223484848484848,0.5172612197928653,0.6749514563106797
G0201950,Petersburg Census Area,3862,0.24748790472646073,0.353,80671.8,42.6,0.7138788192646297,0,0.1328327291558778,0.03443811496633868,0.09891248058001036,0.7866666666666666,0.7614213197969543
G0201980,Prince of Wales-Hyder Census Area,5572,0.15380374862183022,0.403,60573.48,37.9,0.5199210337401292,0,0.39267767408470927,0.0068198133524766695,0.13146979260595132,0.6929711082363088,0.7390057361376673
G0202200,Sitka City and Borough,8811,0.2615831766113866,0.402,77741.40000000001,38.5,0.654863239132902,0.010668482578594938,0.22687549653841788,0.020088525706503234,0.06717894981953662,0.5494880546075085,0.8937468225724453
G0202300,Skagway Municipality,1071,0.3096960926193922,0.334,94109.40000000001,38.2,0.8608776844070962,0.018674136321195144,0.031746031746031744,0.014939309056956116,0.09324452901998097,0.6464379947229552,0.708411214953271
G0202400,Southeast Fairbanks Census Area,6760,0.165589259075087,0.363,78417.24,33.7,0.7994082840236686,0.026627218934911243,0.09423076923076923,0.0035502958579881655,0.1160933660933661,0.6795332136445242,0.6708822643781993
G0202610,Valdez-Cordova Census Area,9529,0.22032242305813385,0.39,73856.64,38.7,0.7111973974184069,0.00419771224682548,0.16371077762619374,0.051002203798929585,0.08106689068570828,0.7174031642116748,0.693398902969548
G0202700,Wade Hampton Census Area,7577,0.11192499267506592,0.407,48459.840000000004,21.9,0.057542563019664775,0,0.8949452289824469,0.006466939421934803,0.31738437001594894,0.6262808921036769,0.7972128784238347
G0202750,Wrangell City and Borough,2168,0.1483321504613201,0.453,65350.560000000005,38.7,0.665590405904059,0.013837638376383764,0.19557195571955718,0,0.0982686008423023,0.785639958376691,0.7155621742367834
G0202820,Yakutat City and Borough,418,0.16988416988416988,0.393,87450,37.6,0.41626794258373206,0,0.44019138755980863,0.01674641148325359,0.03365384615384615,0.6566265060240963,0.43342036553524804
G0202900,Yukon-Koyukuk Census Area,5813,0.1287686672302057,0.455,44505.12,33.9,0.2492688800963358,0,0.6526750387063478,0.0027524514020299327,0.24108540615759264,0.681453515809344,0.5263288623944362
G0400010,Apache County,69341,0.09734878798048377,0.496,37458.96,30.2,0.2319262773827894,0.002812189036789201,0.7348754705008581,0.004326444671983386,0.3675312509148394,0.7639942696450364,0.5789813221921848
G0400030,Cochise County,127613,0.21636876763875823,0.445,57161.280000000006,40.4,0.8284265709606388,0.04209602469967793,0.010719910980856182,0.018344526027912516,0.16305420339429022,0.7007146988349996,0.8483213009041844
G0400050,Coconino County,127312,0.30130311614730876,0.445,63701.880000000005,30.2,0.6081123539022245,0.011758514515520926,0.28841743119266056,0.012434020359431947,0.17385865655046112,0.60925194629358,0.739113031005554
G0400070,Gila County,51850,0.14457063711911358,0.436,48747.600000000006,46.5,0.7824686595949856,0.0022950819672131148,0.14557377049180328,0.0018129218900675024,0.19278768552419195,0.7780806121914147,0.6240473620514834
G0400090,Graham County,34780,0.13493010162698602,0.404,53973.48,32,0.7150948821161587,0.023749281196089708,0.15247268545140885,0.005117883841288097,0.1893788200074841,0.7102499094530967,0.8861429832303619
G0400110,Greenlee County,7723,0.12979473356831847,0.397,60028.32,36.5,0.8567914023048039,0.004920367732746342,0.023954421856791402,0.004661401009970219,0.1484852424912235,0.5024054982817869,0.7633788037775446
G0400120,La Paz County,20055,0.09949164851125636,0.454,41764.8,50.4,0.7072550486163052,0.010471204188481676,0.10630765395163301,0.021091997008227375,0.1970535941071882,0.7449108079748163,0.6014136059573394
G0400130,Maricopa County,3855521,0.2801013003290502,0.449,72894.36,33.3,0.7996029589775285,0.04338220437652914,0.01859281793563049,0.029470465859218507,0.1335260939440254,0.6726316953412409,0.8744042019441831
G0400150,Mohave County,192988,0.1213658394373383,0.434,53007.240000000005,45.2,0.8958277198582295,0.007839865691131055,0.017068418761788298,0.010233796920015753,0.15452108213502316,0.7171480959846934,0.7494125144382044
G0400170,Navajo County,110458,0.13315700740878228,0.433,50420.04,32.8,0.46121602781147586,0.011035868837024027,0.444775389740897,0.004236904524796755,0.24625123420904502,0.7350316263755308,0.6452893486161588
G0400190,Pima County,990213,0.2898880941393632,0.452,60568.200000000004,36.8,0.7390803796758879,0.033522080602860195,0.03324537246026865,0.024855258414098785,0.15728957724760506,0.6594618974569496,0.8823225234542366
G0400210,Pinal County,296113,0.1798124938929374,0.4,65077.32,35.3,0.7355131318111667,0.03491572474021742,0.05461766285168162,0.013866328057194382,0.13860207238367953,0.7736766809728183,0.8109837795758886
G0400230,Santa Cruz County,42550,0.1629293893129771,0.452,49109.28,34.7,0.7942185663924795,0.0023501762632197414,0.0061574618096357225,0.002655699177438308,0.2208427922814983,0.7493453724604966,0.6621031864649967
G0400250,Yavapai County,209365,0.23920734174901767,0.45,58033.8,47.7,0.903780479067657,0.006591359587323574,0.018307740071167578,0.0068636113963652,0.1265879228200443,0.7365092699546129,0.8270641139460377
G0400270,Yuma County,188983,0.1295134471109551,0.43,51287.28,34.7,0.7519300677838747,0.021266463121021466,0.01458861379065842,0.010641168782377251,0.19888348797917885,0.7057434306932806,0.809054075830475
G0500010,Arkansas County,19385,0.12771635531833778,0.46,47970.12,42,0.7293783853494971,0.24338405984008255,0.002321382512251741,0.005313386639153985,0.18372105634184696,0.6444921316165951,0.8445428916633105
G0500030,Ashley County,22337,0.13944917241841454,0.456,43569.240000000005,38.7,0.6781573174553431,0.26391189506200474,0,0.0017907507722612706,0.20303184360123863,0.6895383312155866,0.8526543878656555
G0500050,Baxter County,41468,0.13313505388723657,0.425,45584.880000000005,49.7,0.9709896787884634,0.002363268062120189,0.005015915886948973,0.0044612713417575,0.1521937279826571,0.7767539964476021,0.8467757097198721
G0500070,Benton County,209931,0.2494331905813316,0.438,66497.64,34.5,0.8520228074938908,0.013899805174081008,0.015976678051359734,0.021940542368683043,0.11230977063531644,0.7091110900550915,0.8891844398440133
G0500090,Boone County,36341,0.14577994875080078,0.444,48627.48,40.6,0.9668693761866762,0.0038799152472414077,0.004925566164937674,0.005145703200242151,0.15986788244925612,0.7394193268814098,0.8540060445321656
G0500110,Bradley County,11967,0.09429720776147657,0.47,34593.240000000005,40,0.6222946436032423,0.2866215425754157,0.0072699924793181245,0,0.3491902834008097,0.6840715156440471,0.8206068689563187
G0500130,Calhoun County,5411,0.09969953564599836,0.414,42435.36,41.1,0.7307336906301978,0.22361855479578635,0,0,0.15801145814082423,0.8467600700525394,0.7232425585813806
G0500150,Carroll County,27321,0.15112166798627608,0.456,43530.96,41.9,0.8838988323999853,0.003477178726986567,0.006844551809963032,0.004502031404414187,0.1838205099488558,0.7023191094619666,0.8595120395471216
G0500170,Chicot County,12279,0.10027990750882317,0.51,27116.760000000002,40.9,0.4225914162391074,0.5383174525612835,0,0.002117436273312159,0.3781594011448701,0.6113266097750194,0.8332255979314803
G0500190,Clark County,23601,0.21036866359447004,0.467,41459.880000000005,31.8,0.7356891657133172,0.21977882293123172,0.00394051099529681,0.009152154569721621,0.2638971906754334,0.6672419744563342,0.8073385973060845
G0500210,Clay County,16045,0.09373903893370747,0.476,38652.240000000005,43.5,0.9725771268307885,0.0016827672172016203,0.015394203801807416,0,0.19547042675318194,0.7422867513611615,0.820034344590727
G0500230,Cleburne County,25292,0.13551859099804306,0.444,48054.600000000006,45.8,0.972837260793927,0.006840107543887395,0.006326111023248458,0.00007907638779060572,0.16126783664097097,0.787087235091178,0.6897606744628774
G0500250,Cleveland County,8640,0.12608094085091665,0.453,46283.16,40.5,0.8369212962962963,0.1417824074074074,0.0023148148148148147,0,0.16929316338354577,0.7637982195845697,0.8360208385016125
G0500270,Columbia County,24292,0.19675262655205347,0.477,46540.560000000005,37.2,0.6127531697678248,0.3659641034085296,0.004034249958834184,0.009179976947143093,0.19743736515344987,0.6959867523865186,0.8567136777100893
G0500290,Conway County,20619,0.14349938365600753,0.482,44291.28,39.4,0.8502837189000436,0.12129589213831903,0.006110868616324749,0.0007759833163586983,0.16742302249548627,0.7699450213805742,0.8706520582916711
G0500310,Craighead County,91474,0.22621036467034544,0.463,52048.920000000006,33.1,0.8600585958851695,0.11043575223560793,0.003214028029822682,0.00861446968537508,0.17522146061530755,0.6237378765038823,0.9021836750404146
G0500330,Crawford County,58740,0.11805336695030991,0.429,51403.44,36.4,0.9071331290432414,0.013823629553966633,0.012257405515832482,0.013142662580864828,0.19314529914529915,0.7232786885245902,0.914621085550272
G0500350,Crittenden County,52199,0.14748156086490574,0.473,42666.36,32.9,0.482461349834288,0.47977930611697545,0.004003908120845227,0.005134197973141248,0.2615875983485238,0.5735852829434113,0.8803802482175864
G0500370,Cross County,18801,0.13370201691607025,0.44,47567.520000000004,36.9,0.7530450507951705,0.2425934790702622,0.0009573958831977022,0,0.16301280659865422,0.7214395313153857,0.8411357503226563
G0500390,Dallas County,8214,0.1366504416801875,0.487,37267.560000000005,41.4,0.5551497443389335,0.42391039688336984,0.0006087168249330412,0,0.19989649372493207,0.7127691841067637,0.7273328921244209
G0500410,Desha County,13737,0.12254846389298266,0.476,35735.04,38.1,0.48132780082987553,0.4706267744048919,0.004658950280264978,0,0.2998471281939288,0.5822499566649333,0.8352396119878385
G0500430,Drew County,18699,0.19846509324971118,0.463,42320.520000000004,34.8,0.693245628108455,0.28065671961067434,0.0013369698914380448,0.00566875233969731,0.23343135037321872,0.6591381100726895,0.8695259593679459
G0500450,Faulkner County,104468,0.26637738197352706,0.452,58872,30.8,0.8603591530420799,0.10383083815139564,0.0035608990312823064,0.007983305892713559,0.1586262958762783,0.6652313758041087,0.9202052750924932
G0500470,Franklin County,18037,0.13000667556742324,0.444,40908.12,41.2,0.9482175528081167,0.0025503132449963962,0.005488717635970505,0.0031047291678216998,0.19957679028845082,0.7686764705882353,0.8491508491508492
G0500490,Fulton County,11700,0.09100680759584379,0.418,40617.72,46.1,0.9699145299145299,0,0.0105982905982906,0,0.1958762886597938,0.791974893521632,0.7112563775510204
G0500510,Garland County,96285,0.19647435433173516,0.471,48119.28,44.2,0.8667185958352807,0.08046943968427066,0.006003011891779613,0.0072493119385158645,0.1592938203976772,0.7095398138572906,0.822069200034005
G0500530,Grant County,17544,0.1656789705384355,0.372,67634.16,38.7,0.9423734610123119,0.04024167806657547,0.002165982672138623,0.001823985408116735,0.0955377244126306,0.8103080207380299,0.8712634515743324
G0500550,Greene County,40190,0.12708930499199642,0.406,50175.840000000004,37.2,0.9684249813386414,0.00915650659368002,0.005648171186862404,0.0027121174421497886,0.18129868798687987,0.665568570034163,0.9208988764044944
