,county,GISJOIN,highest_price,lowest_price,crash_amount
585,Carson City,G3205100,322673.0,146497.0,0.5459892832682003
586,San Benito County,G0600690,740799.0,373846.0,0.4953475909119748
587,Walton County,G1201310,487128.0,267713.0,0.4504257607856662
588,Venango County,G4201210,70192.0,64450.0,0.0818041942101664
589,Halifax County,G3700830,77112.0,63808.0,0.17252827056748626
590,Autauga County,G0100010,195624.0,174806.0,0.10641843536580378
591,Boone County,G1700070,179559.0,137807.0,0.23252524239943417
592,Chisago County,G2700250,219002.0,146063.0,0.3330517529520278
593,Gila County,G0400070,199672.0,128304.0,0.35742617893345086
594,Jefferson County,G5400370,258161.0,210647.0,0.18404793907677766
595,Darke County,G3900370,118122.0,103225.0,0.126115372242258
596,Wayne County,G4201270,152472.0,137283.0,0.09961829057138359
597,Coffee County,G4700310,131286.0,113081.0,0.13866672760233384
598,Union County,G3901590,195473.0,177816.0,0.09032961073907905
599,Effingham County,G1301030,205777.0,140835.0,0.31559406542033364
600,Somerset County,G2300250,124004.0,105737.0,0.1473097642011548
601,Eagle County,G0800370,671363.0,454664.0,0.32277471353053416
602,Franklin County,G3600330,90916.0,80356.0,0.11615117251088918
603,Worcester County,G2400470,381332.0,247605.0,0.35068391847523944
604,Tioga County,G3601070,113053.0,98740.0,0.12660433601938914
605,Crittenden County,G0500350,101445.0,93365.0,0.07964907092513185
606,Camden County,G1300390,176422.0,131693.0,0.2535341397331399
607,Montgomery County,G3600570,100097.0,90301.0,0.09786507088124519
608,Bristol County,G4400010,328925.0,247578.0,0.2473116971954093
609,Jackson County,G1200630,116295.0,66488.0,0.42828152543101594
610,Gibson County,G4700530,79245.0,67668.0,0.14609123604012872
611,Shelby County,G3901490,125269.0,111605.0,0.1090772657241616
612,Columbia County,G4100090,250742.0,187121.0,0.25373092660982205
613,Allegany County,G3600030,65400.0,55254.0,0.15513761467889908
614,Jessamine County,G2101130,158354.0,146223.0,0.07660684289629564
615,Newaygo County,G2601230,128662.0,89832.0,0.3017985108268176
616,Laurens County,G1301750,94898.0,74350.0,0.21652721869797045
617,Delaware County,G3600250,135783.0,123099.0,0.0934137557720775
618,Carroll County,G3300030,261159.0,210844.0,0.1926604099418362
619,Queen Annes County,G2400350,422194.0,263382.0,0.37615882745846696
620,Macoupin County,G1701170,86551.0,72706.0,0.15996348973437627
621,Beaufort County,G3700130,144080.0,116750.0,0.18968628539700166
622,Santa Cruz County,G0400230,162716.0,94346.0,0.4201799454263871
623,Stokes County,G3701690,120774.0,104999.0,0.13061586102969183
624,Marshall County,G1800990,129079.0,122875.0,0.048063588964897465
625,Douglas County,G3200050,456136.0,218200.0,0.5216338986618027
626,Hopkins County,G2101070,80900.0,71595.0,0.1150185414091471
627,Chesterfield County,G4500250,79947.0,69977.0,0.12470761879745332
628,Culpeper County,G5100470,333845.0,252258.0,0.24438586769309112
629,Richmond County,G3701530,62937.0,55500.0,0.11816578483245149
630,Kay County,G4000710,59751.0,52629.0,0.11919465782999447
631,Mississippi County,G0500930,82138.0,75851.0,0.07654191726119458
632,Gadsden County,G1200390,126765.0,70604.0,0.44303238275549245
633,Henderson County,G2101010,101363.0,94067.0,0.07197892722196463
634,Goodhue County,G2700490,221928.0,172111.0,0.22447370318301432
635,Lincoln County,G4100410,243489.0,187959.0,0.22805958380050023
636,Logan County,G3900910,120486.0,104294.0,0.13438905764985143
637,Calaveras County,G0600090,346739.0,221198.0,0.3620619543806725
638,Colquitt County,G1300710,76118.0,61476.0,0.19235923171917285
639,Vance County,G3701810,91392.0,71735.0,0.2150844712885154
640,Branch County,G2600230,101475.0,79184.0,0.21966986942596697
641,Bedford County,G4700030,130068.0,109734.0,0.1563336101116339
642,Itasca County,G2700610,126075.0,110337.0,0.12483045806067816
643,Siskiyou County,G0600930,234242.0,139873.0,0.4028696817820886
644,Brown County,G3900150,115276.0,102128.0,0.11405669870571498
645,Thomas County,G1302750,126380.0,98768.0,0.2184839373318563
646,Ohio County,G5400690,88390.0,82608.0,0.06541463966512048
647,Dallas County,G0100470,56680.0,45707.0,0.19359562455892732
648,Sullivan County,G3300190,215817.0,181085.0,0.16093264200688545
649,Highland County,G3900710,98594.0,86294.0,0.12475404182810312
650,Stevens County,G5300650,196449.0,153536.0,0.21844346369795722
651,Charlottesville City,G5105400,276833.0,240940.0,0.12965578525681548
652,Miller County,G0500910,85380.0,79419.0,0.06981728742094168
653,Nelson County,G2101790,129453.0,118780.0,0.08244691123419311
654,Madison County,G3900970,145444.0,130780.0,0.10082230961744726
655,Sanilac County,G2601510,123326.0,77558.0,0.37111395812724
656,Danville City,G5105900,85165.0,72559.0,0.14801855222215698
657,Orleans County,G3600730,98382.0,82707.0,0.1593279258400927
658,Butler County,G2900230,102351.0,95286.0,0.06902717120497114
659,Fulton County,G3900510,132037.0,115228.0,0.127305225050554
660,Sequoyah County,G4001350,80844.0,71509.0,0.11546929889664044
661,Holmes County,G3900750,138185.0,133889.0,0.031088757824655353
662,Coffee County,G1300690,98912.0,74477.0,0.2470377709479133
663,Preble County,G3901350,119603.0,111052.0,0.07149486216900913
664,Kandiyohi County,G2700670,163135.0,130961.0,0.19722315873356422
665,Pettis County,G2901590,77080.0,63223.0,0.17977426050856254
666,Barren County,G2100090,103325.0,94948.0,0.0810742801838858
667,Wyoming County,G3601210,112100.0,92574.0,0.17418376449598572
668,Greene County,G0500550,89372.0,84973.0,0.049221232600814575
669,Clinton County,G3900270,121062.0,104920.0,0.13333663742545143
670,Shenandoah County,G5101710,221367.0,180818.0,0.183175450722104
671,Tioga County,G4201170,108619.0,105557.0,0.028190279785304598
672,Lawrence County,G4700990,90171.0,81085.0,0.10076410375841456
673,Union County,G0501390,71980.0,62899.0,0.12616004445679355
674,Tallapoosa County,G0101230,138156.0,118608.0,0.1414922261791019
675,Polk County,G1302330,98134.0,72408.0,0.26215175168646954
676,Ottawa County,G3901230,151608.0,136526.0,0.09948023850984117
677,Mayes County,G4000970,92467.0,84238.0,0.08899391134134339
678,Levy County,G1200750,191027.0,106301.0,0.4435289252304648
679,Tift County,G1302770,112508.0,89309.0,0.20619867031677747
680,Champaign County,G3900210,119127.0,104998.0,0.11860451450972491
681,Guernsey County,G3900590,78531.0,72720.0,0.07399625625549146
682,Okmulgee County,G4001110,58450.0,51407.0,0.1204961505560308
683,Okeechobee County,G1200930,221046.0,124347.0,0.4374609809722863
684,Warren County,G4701770,90889.0,82455.0,0.09279450758617655
685,Knox County,G2300130,248903.0,202610.0,0.18598811585236016
686,Murray County,G1302130,116710.0,89622.0,0.2320966498157827
687,Person County,G3701450,125233.0,103912.0,0.17025065278321208
688,Mower County,G2700990,113252.0,89045.0,0.21374456963232438
689,Hendry County,G1200510,148191.0,82502.0,0.44327253341970835
690,Defiance County,G3900390,97744.0,85594.0,0.12430430512358814
691,Livingston County,G1701050,101211.0,90209.0,0.1087035994111312
692,Colleton County,G4500290,133572.0,115136.0,0.13802293893929865
693,Waldo County,G2300270,180998.0,148713.0,0.17837213670869292
694,Benton County,G2700090,187093.0,145735.0,0.22105583854019123
695,Douglas County,G5300170,230870.0,191950.0,0.16857972018885087
696,Fayette County,G4700470,202628.0,184606.0,0.08894131117121029
697,Dyer County,G4700450,90910.0,77671.0,0.14562754372456274
698,Amador County,G0600050,371316.0,213734.0,0.4243878529338892
699,Webster County,G1901870,79516.0,74583.0,0.062037828864631016
700,Manassas City,G5106830,310978.0,206594.0,0.33566361607573525
701,Isanti County,G2700590,213094.0,162871.0,0.23568472129670473
702,Talbot County,G2400410,374855.0,251311.0,0.32957810353336625
703,Williams County,G3901710,101786.0,86634.0,0.14886133652958167
704,Warren County,G5101870,260598.0,215105.0,0.17457156232971857
705,Graham County,G0400090,162168.0,92385.0,0.43031300873168565
706,Bennington County,G5000030,237586.0,220269.0,0.07288729133871524
707,Clatsop County,G4100070,313625.0,234798.0,0.2513415703467517
708,Boone County,G0500090,109090.0,100499.0,0.07875148959574663
709,Jasper County,G1900990,113451.0,107392.0,0.05340631638328441
710,Addison County,G5000010,263052.0,241000.0,0.08383133372869242
711,Logan County,G5400450,55660.0,52749.0,0.052299676607977005
712,McLeod County,G2700850,179943.0,134394.0,0.2531301578833297
713,Independence County,G0500630,83664.0,77165.0,0.07767976668579078
714,Ware County,G1302990,68491.0,54003.0,0.21153144208728153
715,Scotland County,G3701650,76412.0,66296.0,0.13238758310213056
716,Perry County,G3901270,98775.0,89731.0,0.09156162996709694
717,Douglas County,G2700410,199316.0,156238.0,0.2161291617331273
718,Saint Bernard Parish,G2200870,131645.0,114782.0,0.1280944965627255
719,Prince George County,G5101490,218061.0,184031.0,0.15605725003554052
720,Clark County,G2100490,135934.0,126169.0,0.07183633233775215
721,Morgan County,G1701370,88652.0,74574.0,0.1588007038758291
722,Sagadahoc County,G2300230,210307.0,186291.0,0.11419496260229094
723,Isle of Wight County,G5100930,287674.0,238941.0,0.16940356097527062
724,Seneca County,G3600990,105613.0,87266.0,0.17371914442350847
725,Weakley County,G4701830,77647.0,71335.0,0.08129097067497779
726,Clarendon County,G4500270,121524.0,99591.0,0.18048286758171225
727,De Soto County,G1200270,151963.0,83083.0,0.4532682297664563
728,Putnam County,G3901370,106488.0,102924.0,0.033468559837728194
729,Lincoln County,G2300150,238122.0,203478.0,0.14548844709854614
730,Lincoln County,G4000810,91606.0,77194.0,0.15732593934895095
731,Macon County,G3701130,204578.0,177217.0,0.13374360879468955
732,Dare County,G3700550,423136.0,314853.0,0.25590590259396506
733,Jackson County,G3900790,64550.0,57304.0,0.11225406661502711
734,Clinton County,G1800230,99584.0,91225.0,0.08393918701799485
735,Morrison County,G2700970,157440.0,134213.0,0.1475292174796748
736,Chester County,G4500230,79991.0,59746.0,0.25309097273443265
737,Caroline County,G2400110,235516.0,174161.0,0.26051308615975133
738,Coos County,G3300070,117974.0,99543.0,0.15622933866784205
739,Monroe County,G1701330,196457.0,157911.0,0.19620578548995454
740,Sumter County,G1302610,80328.0,60591.0,0.24570510905288317
741,Oconee County,G1302190,277136.0,217781.0,0.21417282489463657
742,Schoharie County,G3600950,131869.0,117628.0,0.10799353904253464
743,Nicollet County,G2701030,177565.0,148175.0,0.16551685298341454
744,Dorchester County,G2400190,196330.0,142984.0,0.2717159883868996
745,McDonough County,G1701090,69251.0,58894.0,0.1495574071132547
746,Petersburg City,G5107300,92398.0,75121.0,0.1869845667655144
747,Henry County,G4700790,90891.0,83514.0,0.08116315146714197
748,Smyth County,G5101730,88035.0,76093.0,0.13565059351394332
749,Hardin County,G3900650,91880.0,82925.0,0.09746408358728777
750,Obion County,G4701310,84483.0,73349.0,0.13178982753926827
751,Malheur County,G4100450,131344.0,98260.0,0.25188817151906445
752,Caledonia County,G5000050,145992.0,135459.0,0.07214778891994082
753,Gallia County,G3900530,84880.0,77671.0,0.08493166823751178
754,Wakulla County,G1201290,172262.0,108747.0,0.3687116137047056
755,Franklin County,G2300070,136753.0,120131.0,0.1215476077307262
756,Marshall County,G4701170,121173.0,107620.0,0.11184834905465739
757,Bryan County,G1300290,235343.0,175332.0,0.2549937750432348
758,Montgomery County,G1701350,71822.0,58171.0,0.19006711035615828
759,Wayne County,G1303050,96165.0,78041.0,0.18846773774242187
760,Garrett County,G2400230,209393.0,161379.0,0.2293008839837053
761,Lumpkin County,G1301870,179006.0,140104.0,0.21732232439136118
762,Caddo County,G4000150,47260.0,39119.0,0.17225983918747356
763,Alpena County,G2600070,73094.0,65276.0,0.10695816346074917
764,Pickens County,G1302270,184313.0,142008.0,0.22952803112097356
765,Hocking County,G3900730,115139.0,100055.0,0.1310068699571822
766,Fayette County,G3900470,106234.0,92146.0,0.13261291112073348
767,Orange County,G5000170,196072.0,178003.0,0.09215492268146395
768,Van Wert County,G3901610,74742.0,73897.0,0.01130555778544861
769,Pike County,G3901310,93230.0,75521.0,0.18994958704279738
770,Mason County,G2601050,128558.0,92391.0,0.28132827206397115
771,Jones County,G1301690,140019.0,106707.0,0.23791056927988344
772,Caroline County,G5100330,223249.0,185545.0,0.16888765459195787
773,Jennings County,G1800790,104612.0,97663.0,0.06642641379574045
774,Carroll County,G4700170,79011.0,69055.0,0.12600777106985103
775,Bradford County,G1200070,133584.0,80663.0,0.3961627140974967
776,Boyle County,G2100210,118388.0,108693.0,0.08189174578504578
777,Lee County,G1301770,151247.0,121774.0,0.1948666750414884
778,Wyoming County,G4201310,144604.0,134988.0,0.06649885203728804
779,Saint Francis County,G0501230,54015.0,47810.0,0.11487549754697769
780,Marion County,G4701150,105670.0,96679.0,0.08508564398599414
781,Henry County,G3900690,105829.0,93558.0,0.11595120430127848
782,Mineral County,G5400570,106983.0,99190.0,0.07284334894329006
783,Madison County,G1301950,143246.0,110036.0,0.23183893442050738
784,Yazoo County,G2801630,76163.0,59102.0,0.2240064073106364
785,Decatur County,G1300870,93040.0,73383.0,0.21127472055030094
786,Lauderdale County,G4700970,73676.0,65000.0,0.11775883598458114
787,Montgomery County,G3701230,98257.0,87397.0,0.11052647648513592
788,Henderson County,G4700770,93558.0,85485.0,0.08628871929712051
789,Hardee County,G1200490,110114.0,68717.0,0.3759467460994969
790,Peach County,G1302250,124293.0,95628.0,0.2306244116724192
791,Garvin County,G4000490,60423.0,52499.0,0.1311421147576254
792,Custer County,G4000390,108985.0,90985.0,0.1651603431664908
793,Hardeman County,G4700690,80231.0,73042.0,0.0896037691166756
794,Toombs County,G1302790,88008.0,67915.0,0.22830879010999
795,Upson County,G1302930,79467.0,60005.0,0.24490669082763913
796,White County,G1303110,169729.0,131702.0,0.22404539000406531
797,Baker County,G1200030,171500.0,99640.0,0.41900874635568514
798,Lewis County,G3600490,94529.0,87269.0,0.07680182801045182
799,Anson County,G3700070,78867.0,65162.0,0.1737735681590526
800,De Soto Parish,G2200310,153201.0,138088.0,0.09864818114764264
801,Somerset County,G2400390,141852.0,106841.0,0.24681358035135212
802,Monroe County,G1302070,169479.0,135736.0,0.19909841337274825
803,Nicholas County,G5400670,58710.0,52709.0,0.10221427354794754
804,Stephens County,G1302570,106764.0,81895.0,0.2329343224307819
805,Ouachita County,G0501030,48254.0,42861.0,0.11176275541923986
806,Chattooga County,G1300550,81107.0,60403.0,0.25526773274809816
807,Franklin County,G2000590,118211.0,110607.0,0.06432565497288746
808,Cleburne County,G0500230,131985.0,120774.0,0.08494147062166155
809,Iosco County,G2600690,101182.0,70667.0,0.3015852622007867
810,Lee County,G5101050,74915.0,63659.0,0.15025028365480878
811,Montezuma County,G0800830,176866.0,166122.0,0.06074655388825438
812,Audrain County,G2900070,87595.0,77343.0,0.11703864375820537
813,Tattnall County,G1302670,97206.0,72346.0,0.25574553011131
814,Abbeville County,G4500010,91164.0,77179.0,0.15340485279276908
815,Yates County,G3601230,134345.0,117801.0,0.12314563251330529
816,Hart County,G1301470,152498.0,119408.0,0.2169864522813414
817,Plymouth County,G1901490,118041.0,114200.0,0.03253954134580358
818,Todd County,G2701530,132949.0,112107.0,0.15676688053313675
819,Jasper County,G4500530,198598.0,154287.0,0.22311906464314846
820,Hickman County,G4700810,111298.0,100057.0,0.1009991194810329
821,Grant County,G2100810,153863.0,123933.0,0.19452369965488778
822,Poinsett County,G0501110,57093.0,51935.0,0.09034382498730142
823,Columbia County,G0500270,70364.0,64220.0,0.0873173782047638
824,Martin County,G3701170,94259.0,74873.0,0.2056673633287007
825,Winston County,G0101330,120103.0,100750.0,0.16113669100688577
826,Roscommon County,G2601430,68290.0,49296.0,0.27813735539610485
827,Fredericksburg City,G5106300,324534.0,274141.0,0.15527802942064622
828,Sabine Parish,G2200850,224363.0,87686.0,0.6091779838921747
829,Page County,G5101390,178771.0,148722.0,0.1680865464756588
830,Wyoming County,G5401090,35733.0,28223.0,0.2101698709876025
831,Caswell County,G3700330,95162.0,85247.0,0.10419074840797797
832,Fannin County,G1301110,215649.0,158240.0,0.2662150067934468
833,Butts County,G1300350,129529.0,95858.0,0.2599495093762787
834,King George County,G5100990,314375.0,267490.0,0.14913717693836978
835,Antrim County,G2600090,158202.0,126647.0,0.19946018381562813
836,Currituck County,G3700530,321605.0,277835.0,0.13609863030736463
837,Mitchell County,G1302050,82703.0,63240.0,0.23533608212519497
838,Crisp County,G1300810,87188.0,69293.0,0.20524613478919118
839,Johnson County,G2101150,75154.0,70853.0,0.05722915613274077
840,Elbert County,G0800390,354317.0,301569.0,0.1488723374831013
841,Clark County,G0500190,85216.0,75363.0,0.11562382651145325
842,Union Parish,G2201110,93382.0,76996.0,0.17547278918849457
843,Logan County,G0800750,112760.0,104060.0,0.0771550195104647
844,Adair County,G4000010,80542.0,62124.0,0.22867572198356137
845,Wyandot County,G3901750,98064.0,88219.0,0.10039362049273944
846,Emanuel County,G1301070,67449.0,49673.0,0.2635472727542291
847,Hopewell City,G5106700,124919.0,105854.0,0.15261889704528533
848,Taylor County,G1201230,105234.0,62169.0,0.40923085694737443
849,Fairfax City,G5106000,524067.0,447324.0,0.14643738300637132
850,Curry County,G4100150,326300.0,234818.0,0.28036163040147105
851,Hood River County,G4100270,332618.0,260831.0,0.21582415864445098
852,Dawson County,G1300850,236758.0,178234.0,0.24718911293388185
853,Macon County,G4701110,89596.0,75610.0,0.15610071878208848
854,Beckham County,G4000090,88213.0,78327.0,0.1120696495981318
855,Meriwether County,G1301990,84466.0,69527.0,0.17686406364691118
856,Morgan County,G4701290,89717.0,78697.0,0.12283067868965748
857,McDuffie County,G1301890,100615.0,78097.0,0.22380360781195646
858,Ashley County,G0500030,66048.0,49422.0,0.25172601744186046
859,Dodge County,G1300910,66565.0,54833.0,0.17624877938856756
860,Clay County,G2100510,34474.0,29989.0,0.13009804490340546
861,Jefferson County,G4100310,180161.0,142293.0,0.21018977470151698
862,Worth County,G1303210,90402.0,76556.0,0.15316032831132054
863,Anderson County,G2100050,136379.0,124390.0,0.08790942887101387
864,Union County,G1302910,194511.0,149682.0,0.23047025618088438
865,Conway County,G0500290,83562.0,75074.0,0.10157727196572605
866,Putnam County,G1302370,207400.0,162306.0,0.21742526518804242
867,Washington County,G1303030,73432.0,57105.0,0.2223417583614773
868,Crook County,G4100130,239102.0,173135.0,0.27589480640061564
869,Warren County,G3701850,119594.0,93326.0,0.21964312590932655
870,Fillmore County,G2700450,149011.0,120906.0,0.18861023682815362
871,Saunders County,G3101550,148062.0,145762.0,0.015534033040212884
872,Polk County,G0501130,75590.0,70797.0,0.06340785818229924
873,Hubbard County,G2700570,165134.0,140799.0,0.14736517010427894
874,Kent County,G2400290,270413.0,205018.0,0.2418337875767807
875,Elbert County,G1301050,84614.0,65740.0,0.22306001370931525
876,Carroll County,G1800150,110373.0,101623.0,0.07927663468420719
877,Breckinridge County,G2100270,91524.0,77088.0,0.15772912023075913
878,Bourbon County,G2100170,116589.0,111084.0,0.04721714741527931
879,Holmes County,G1200590,99317.0,59648.0,0.39941802511151164
880,Paulding County,G3901250,86601.0,70305.0,0.18817334672809782
881,Berrien County,G1300190,86622.0,66250.0,0.23518274803167785
882,Madison County,G1200790,99056.0,59141.0,0.40295388467129706
883,Smith County,G4701590,102490.0,93644.0,0.08631085959605815
884,Arkansas County,G0500010,68770.0,63287.0,0.0797295332266977
885,Haywood County,G4700750,88369.0,77851.0,0.11902363951159343
886,Pierce County,G1302290,110124.0,85721.0,0.22159565580618212
887,Dekalb County,G4700410,115871.0,105769.0,0.08718316058375263
888,Southampton County,G5101750,155724.0,132168.0,0.15126762734067967
889,Humphreys County,G4700850,99303.0,90107.0,0.09260546005659447
890,Drew County,G0500430,85372.0,73121.0,0.14350138218619687
891,Banks County,G1300110,162068.0,121727.0,0.24891403608361923
892,Schuyler County,G3600970,112764.0,100352.0,0.11007058990457948
893,Lamar County,G1301710,117586.0,91521.0,0.2216675454560917
894,Johnson County,G4700910,93358.0,81410.0,0.12798046230639046
895,Appling County,G1300010,73080.0,57809.0,0.20896278051450465
896,Hart County,G2100990,73825.0,69987.0,0.05198780900778869
897,Cross County,G0500370,79686.0,70705.0,0.11270486660141053
898,Morgan County,G1302110,212495.0,166990.0,0.21414621520506366
899,Yancey County,G3701990,160707.0,141820.0,0.11752443888567393
900,Ben Hill County,G1300170,67019.0,53557.0,0.2008684104507677
901,Benzie County,G2600190,165997.0,120792.0,0.2723241986300957
902,Andrew County,G2900030,144717.0,128367.0,0.11297912477456
903,Sharp County,G0501350,67687.0,62822.0,0.07187495383160725
904,Cook County,G1300750,85238.0,63874.0,0.2506393861892583
905,Chester County,G4700230,104935.0,95046.0,0.09423929098966026
906,Gilchrist County,G1200410,164411.0,102141.0,0.3787459476555705
907,Jefferson County,G1301630,64564.0,47173.0,0.26936063440926833
908,Lawrence County,G1701010,37935.0,28875.0,0.2388295769078687
909,Seward County,G3101590,154171.0,142634.0,0.07483249119484209
910,Dade County,G1300830,125256.0,96110.0,0.23269144791467075
911,Barbour County,G5400010,55903.0,42781.0,0.23472801101908664
912,Dukes County,G2500070,678742.0,607285.0,0.10527858891891174
913,Telfair County,G1302710,52830.0,42997.0,0.18612530759038426
914,Dixie County,G1200290,100320.0,59579.0,0.4061104465709729
915,Floyd County,G1900670,95339.0,89633.0,0.059849589360073
916,Rabun County,G1302410,206901.0,157377.0,0.23936085374164456
917,Brooks County,G1300270,90962.0,75695.0,0.167839317517205
918,Kanabec County,G2700650,158136.0,127164.0,0.19585673091516162
919,Park County,G0800930,236839.0,206470.0,0.12822634785656079
920,Clay County,G0500210,41913.0,39189.0,0.06499176866366044
921,Arenac County,G2600110,89914.0,65847.0,0.2676668816869453
922,Harrison County,G3900670,66026.0,61658.0,0.0661557568230697
923,Gulf County,G1200450,241509.0,139173.0,0.42373576140019625
924,Marshall County,G4000950,81928.0,74367.0,0.09228835074699736
925,Madison County,G0500870,99545.0,84562.0,0.15051484253352754
926,Las Animas County,G0800710,111746.0,103597.0,0.07292431048986094
927,Alamosa County,G0800030,124837.0,116876.0,0.06377115758949671
928,Henry County,G2101030,131637.0,112330.0,0.14666848986227277
929,Gunnison County,G0800510,282243.0,257346.0,0.08821122224466152
930,Choctaw County,G4000230,54916.0,44399.0,0.19151067084274165
931,Calhoun County,G4500170,131048.0,116607.0,0.11019626396434894
932,Jeff Davis County,G1301610,71243.0,55217.0,0.2249484159847283
933,Craig County,G4000350,88907.0,77936.0,0.12339860753371501
934,Nelson County,G5101250,258819.0,206352.0,0.20271695663765024
935,Cleburne County,G0100290,117953.0,96890.0,0.1785711257873899
936,Dooly County,G1300930,72502.0,56378.0,0.22239386499682767
937,Oglethorpe County,G1302210,145124.0,111084.0,0.23455803313028858
938,Pendleton County,G2101910,114087.0,99260.0,0.12996222181317765
939,Grand County,G0800490,381923.0,341007.0,0.10713154222186147
940,Hamilton County,G1200470,93316.0,55289.0,0.40750782288139226
941,Jefferson County,G1200650,148839.0,88399.0,0.4060763643937409
942,Macon County,G1301930,53733.0,40200.0,0.2518564010942996
943,Estill County,G2100650,64746.0,59201.0,0.08564235628455812
944,Screven County,G1302510,78367.0,64810.0,0.17299373460767925
945,Crockett County,G4700330,78931.0,70733.0,0.10386286756787574
946,Long County,G1301830,161422.0,108651.0,0.3269133079753689
947,Fleming County,G2100690,77824.0,69754.0,0.10369551809210527
948,McIntosh County,G1301910,163306.0,118109.0,0.27676264191150357
949,Manassas Park City,G5106850,376866.0,263971.0,0.2995627092918969
950,Newton County,G1801110,101629.0,94684.0,0.06833679363173897
951,Larue County,G2101230,115020.0,98440.0,0.14414884367936012
952,Clarke County,G5100430,387797.0,314827.0,0.1881654577008074
953,Jasper County,G1301590,131587.0,102717.0,0.21939857280734418
954,Martinsville City,G5106900,70863.0,51466.0,0.27372535737973275
955,Howard County,G0500610,69458.0,62832.0,0.09539577874398918
956,Kodiak Island Borough,G0201500,247210.0,229403.0,0.07203187573318232
957,Monroe County,G5400630,52336.0,48410.0,0.07501528584530724
958,Madison County,G5101130,269356.0,221326.0,0.1783142012800903
959,Washington County,G3701870,66867.0,56752.0,0.15127043235078588
960,Bleckley County,G1300230,88606.0,70188.0,0.20786402726677652
961,Desha County,G0500410,45703.0,39022.0,0.14618296391921756
962,Glades County,G1200430,143487.0,83964.0,0.41483200568692635
963,Powell County,G2101970,80138.0,76220.0,0.04889066360528089
964,Prowers County,G0800990,62623.0,56163.0,0.10315698704948661
965,Northampton County,G5101310,184977.0,156803.0,0.15231082783264946
966,Falls Church City,G5106100,711855.0,617953.0,0.13191169549978576
967,Charlton County,G1300490,95004.0,73588.0,0.225422087491053
968,Edmonson County,G2100610,90610.0,80755.0,0.10876282970974506
969,Lewis County,G4701010,86991.0,73796.0,0.15168235794507479
970,Poquoson City,G5107350,323726.0,278480.0,0.13976634561326554
971,Pulaski County,G1302350,82351.0,67045.0,0.18586295248388
972,Rio Grande County,G0801050,140295.0,122113.0,0.12959834634163728
973,Blaine County,G4000110,51799.0,43227.0,0.16548582018957894
974,Heard County,G1301490,103067.0,80890.0,0.21517071419562034
975,Bath County,G2100110,83884.0,75145.0,0.10417958132659387
976,Noble County,G4001030,72798.0,64008.0,0.12074507541415973
977,Franklin County,G1200370,347613.0,205011.0,0.41023206842091636
978,Lancaster County,G5101030,266725.0,225305.0,0.15529103008716844
979,Chattahoochee County,G1300530,55578.0,47619.0,0.14320414552520783
980,Scott County,G0501270,70256.0,63068.0,0.10231154634479618
981,Latimer County,G4000770,65864.0,57674.0,0.12434713956030609
982,Bacon County,G1300050,60719.0,53867.0,0.11284770829559117
983,Skamania County,G5300590,283480.0,206714.0,0.27079864540708337
984,Early County,G1300990,68541.0,54887.0,0.19920923243022426
985,Evans County,G1301090,83982.0,65862.0,0.21576052011145244
986,Candler County,G1300430,91038.0,73655.0,0.19094224389815243
987,Middlesex County,G5101190,261629.0,233853.0,0.1061656009081562
988,Alcona County,G2600010,122853.0,82777.0,0.3262110001383768
989,Owen County,G2101870,101131.0,94398.0,0.06657701397197695
990,Carroll County,G2100410,86796.0,76794.0,0.11523572514862436
991,Wilkes County,G1303170,83239.0,67133.0,0.193491031848052
992,Clay County,G3700430,183951.0,155100.0,0.1568406803985844
993,Nowata County,G4001050,57413.0,54783.0,0.04580844059707732
994,Ritchie County,G5400850,56279.0,49615.0,0.11841006414470762
995,Perry County,G0501050,74536.0,67066.0,0.10022002790597832
996,Allendale County,G4500050,39917.0,27993.0,0.29871984367562693
997,Grundy County,G2900790,67106.0,55459.0,0.17356123148451702
998,Nantucket County,G2500190,1223035.0,1092740.0,0.1065341547870666
999,Lanier County,G1301730,112237.0,85212.0,0.24078512433511232
1000,Johnson County,G1301670,55749.0,44822.0,0.1960035157581302
1001,Montmorency County,G2601190,94892.0,63017.0,0.335908190363782
1002,Rock County,G2701330,105047.0,92131.0,0.12295448703913486
1003,Wilkinson County,G1303190,74367.0,49504.0,0.33432839834872996
1004,Irwin County,G1301550,68425.0,62221.0,0.09066861527219583
1005,Livingston County,G2101390,80181.0,69933.0,0.12781082800164628
1006,Montgomery County,G0500970,96147.0,78467.0,0.18388509261859445
1007,Caldwell County,G2900250,108522.0,89857.0,0.17199277565839186
1008,Terrell County,G1302730,71511.0,51874.0,0.2746011103186922
1009,Crittenden County,G2100550,72005.0,66305.0,0.07916116936323866
1010,Wilcox County,G1303150,54660.0,46151.0,0.15567142334431028
1011,Montgomery County,G1302090,97726.0,74964.0,0.23291652170353846
1012,Twiggs County,G1302890,58910.0,47060.0,0.20115430317433372
1013,Turner County,G1302870,63775.0,52839.0,0.17147785182281458
1014,Taylor County,G1302690,64893.0,55688.0,0.14184888971075463
1015,Lafayette County,G1200670,123834.0,66836.0,0.46027746822358967
1016,Baraga County,G2600130,83125.0,61931.0,0.25496541353383456
1017,Benton County,G1800070,80870.0,70077.0,0.1334611104241375
1018,Clearwater County,G1600350,125443.0,100598.0,0.19805808215683618
1019,Marion County,G1301970,86739.0,72445.0,0.16479323026550918
